id_usuario|tipo_transaccion|moneda|monto|fecha_transaccion
68e358be-2c49-4437-aca7-f7de11e1f0c3|DEPOSITO|BOLIVARES|2740.05|2024-12-25 01:29:25
345b44c7-3558-4cb0-b72c-a990899d7de1|RETIRO|BOLIVARES|1208.14|2024-12-04 02:04:25
8b023854-12c2-4df1-8ca1-5c67b62ff459|RETIRO|BOLIVARES|4723.3|2024-12-09 02:17:48
e5eb1223-d782-457f-9aad-c79f8350f26b|DEPOSITO|BOLIVARES|1798.01|2024-12-12 06:27:53
404334eb-382b-405c-9430-124710d94fa9|DEPOSITO|BOLIVARES|3440.25|2024-12-24 09:22:04
8d4bfb93-d362-4827-b720-5a858ebdf527|DEPOSITO|USD|572.49|2024-12-26 04:17:18
00300094-4e35-4538-909f-f15681b7b72e|DEPOSITO|BOLIVARES|1221.88|2024-12-05 02:20:12
404334eb-382b-405c-9430-124710d94fa9|RETIRO|BOLIVARES|2689|2024-12-23 01:46:48
68e358be-2c49-4437-aca7-f7de11e1f0c3|RETIRO|BOLIVARES|3502.43|2024-12-24 07:42:18
404334eb-382b-405c-9430-124710d94fa9|DEPOSITO|BOLIVARES|3283.7|2024-12-30 11:20:40
ec01de9d-856c-45d7-a2ee-646e512e5a27|DEPOSITO|BOLIVARES|1247.1|2024-12-04 02:16:55
3827447c-e6db-4edc-a6d1-2d6470e060be|RETIRO|USD|1090.7|2024-12-19 02:26:59
11dce9fa-9009-4535-ba0c-39ed458f96f7|DEPOSITO|BOLIVARES|3879.26|2024-12-11 01:59:07
e5eb1223-d782-457f-9aad-c79f8350f26b|DEPOSITO|BOLIVARES|4114.76|2024-12-07 09:27:42
404334eb-382b-405c-9430-124710d94fa9|RETIRO|USD|1120.5|2024-12-25 04:26:43
a12477c4-2f0c-445e-9847-ff83caf0f46b|DEPOSITO|BOLIVARES|1435.67|2024-12-09 07:52:01
e5eb1223-d782-457f-9aad-c79f8350f26b|RETIRO|BOLIVARES|3655.14|2024-12-06 03:36:04
7b40ca11-186b-43e3-b0bc-a0dab66389d5|DEPOSITO|BOLIVARES|3878.81|2024-12-29 05:35:05
3827447c-e6db-4edc-a6d1-2d6470e060be|DEPOSITO|BOLIVARES|1779.64|2024-12-06 10:20:12
d6662e06-0281-4ca9-a094-c79433821975|RETIRO|BOLIVARES|1432.85|2024-12-03 09:01:26
7b40ca11-186b-43e3-b0bc-a0dab66389d5|DEPOSITO|BOLIVARES|4290.23|2024-12-17 05:58:36
ed1dc04a-afec-42e6-bb09-ee5da1254602|DEPOSITO|BOLIVARES|1748.58|2024-12-19 02:41:50
d6662e06-0281-4ca9-a094-c79433821975|DEPOSITO|BOLIVARES|1566.36|2024-12-12 02:48:37
3827447c-e6db-4edc-a6d1-2d6470e060be|DEPOSITO|BOLIVARES|3149.11|2024-12-17 01:58:12
345b44c7-3558-4cb0-b72c-a990899d7de1|RETIRO|BOLIVARES|4538.34|2024-12-05 05:15:35
8b023854-12c2-4df1-8ca1-5c67b62ff459|RETIRO|BOLIVARES|2910.8|2024-12-14 08:25:18
30086e11-2681-40df-82f8-36b1c4c823dc|RETIRO|BOLIVARES|4252.58|2024-12-19 12:33:36
dfc59397-d12f-43a6-b06a-cb2857da8fac|RETIRO|BOLIVARES|2040.8|2024-12-17 10:46:51
8b023854-12c2-4df1-8ca1-5c67b62ff459|DEPOSITO|BOLIVARES|4800.07|2024-12-20 12:08:30
404334eb-382b-405c-9430-124710d94fa9|RETIRO|BOLIVARES|3978.69|2024-12-27 10:04:52
345b44c7-3558-4cb0-b72c-a990899d7de1|RETIRO|BOLIVARES|4354.5|2024-12-18 09:36:11
8d4bfb93-d362-4827-b720-5a858ebdf527|DEPOSITO|BOLIVARES|1544.34|2024-12-21 08:55:41
a12477c4-2f0c-445e-9847-ff83caf0f46b|DEPOSITO|USD|972.16|2024-12-10 04:47:04
e5eb1223-d782-457f-9aad-c79f8350f26b|RETIRO|BOLIVARES|3609.41|2024-12-11 05:51:03
9afdc5c6-a578-4abd-ad94-e2b6b4c986ea|RETIRO|BOLIVARES|1002.19|2024-12-20 08:43:52
367dfe1b-2600-4aea-8b09-705edc64ca36|RETIRO|USD|351.54|2024-12-23 01:19:08
a12477c4-2f0c-445e-9847-ff83caf0f46b|RETIRO|USD|914.98|2024-12-05 07:52:42
404334eb-382b-405c-9430-124710d94fa9|RETIRO|BOLIVARES|1965.06|2024-12-17 06:41:10
8b023854-12c2-4df1-8ca1-5c67b62ff459|DEPOSITO|BOLIVARES|1233.41|2024-12-18 05:35:07
345b44c7-3558-4cb0-b72c-a990899d7de1|RETIRO|USD|723.6|2024-12-16 10:43:55
345b44c7-3558-4cb0-b72c-a990899d7de1|RETIRO|BOLIVARES|2896.71|2024-12-09 06:17:16
dfc59397-d12f-43a6-b06a-cb2857da8fac|DEPOSITO|BOLIVARES|4212.31|2024-12-04 02:36:25
e5eb1223-d782-457f-9aad-c79f8350f26b|DEPOSITO|BOLIVARES|1562.8|2024-12-04 01:45:00
404334eb-382b-405c-9430-124710d94fa9|RETIRO|BOLIVARES|2830.18|2024-12-19 03:36:16
a12477c4-2f0c-445e-9847-ff83caf0f46b|DEPOSITO|BOLIVARES|1423.26|2024-12-14 03:26:18
d6662e06-0281-4ca9-a094-c79433821975|RETIRO|BOLIVARES|2349.51|2024-12-12 03:05:17
30086e11-2681-40df-82f8-36b1c4c823dc|RETIRO|BOLIVARES|4753.44|2024-12-08 06:46:24
3827447c-e6db-4edc-a6d1-2d6470e060be|DEPOSITO|BOLIVARES|3701.17|2024-12-18 04:44:24
ec01de9d-856c-45d7-a2ee-646e512e5a27|DEPOSITO|USD|271.75|2024-12-26 08:22:32
8d4bfb93-d362-4827-b720-5a858ebdf527|DEPOSITO|USD|1237.49|2024-12-06 07:19:57
367dfe1b-2600-4aea-8b09-705edc64ca36|DEPOSITO|BOLIVARES|1297.22|2024-12-07 05:42:58
382f2069-1964-4ed1-3888-4038b64327ae|DEPOSITO|BOLIVARES|4496.5|2024-12-20 08:37:31
11dce9fa-9009-4535-ba0c-39ed458f96f7|RETIRO|BOLIVARES|4362.38|2024-12-22 04:05:25
345b44c7-3558-4cb0-b72c-a990899d7de1|DEPOSITO|BOLIVARES|2350.89|2024-12-09 11:06:42
8b023854-12c2-4df1-8ca1-5c67b62ff459|RETIRO|BOLIVARES|2355.03|2024-12-16 03:22:47
8d4bfb93-d362-4827-b720-5a858ebdf527|DEPOSITO|BOLIVARES|2256.49|2024-12-05 01:25:27
30086e11-2681-40df-82f8-36b1c4c823dc|DEPOSITO|BOLIVARES|3525.49|2024-12-23 02:11:38
7b40ca11-186b-43e3-b0bc-a0dab66389d5|RETIRO|BOLIVARES|4268.86|2024-12-14 02:56:09
8d4bfb93-d362-4827-b720-5a858ebdf527|RETIRO|BOLIVARES|3401.46|2024-12-24 09:05:44
68e358be-2c49-4437-aca7-f7de11e1f0c3|RETIRO|BOLIVARES|1703.49|2024-12-11 09:52:12
3827447c-e6db-4edc-a6d1-2d6470e060be|RETIRO|USD|787.85|2024-12-12 05:43:59
ec01de9d-856c-45d7-a2ee-646e512e5a27|RETIRO|BOLIVARES|4803.25|2024-12-24 11:00:17
8d4bfb93-d362-4827-b720-5a858ebdf527|RETIRO|BOLIVARES|4270.08|2024-12-21 05:57:38
382f2069-1964-4ed1-3888-4038b64327ae|DEPOSITO|BOLIVARES|4557.66|2024-12-03 11:23:29
9afdc5c6-a578-4abd-ad94-e2b6b4c986ea|DEPOSITO|BOLIVARES|4065.89|2024-12-08 01:04:09
d6662e06-0281-4ca9-a094-c79433821975|RETIRO|USD|932.17|2024-12-30 04:15:47
ed1dc04a-afec-42e6-bb09-ee5da1254602|RETIRO|BOLIVARES|1712.57|2024-12-10 09:59:29
367dfe1b-2600-4aea-8b09-705edc64ca36|DEPOSITO|BOLIVARES|2154.91|2024-12-22 04:16:00
7b40ca11-186b-43e3-b0bc-a0dab66389d5|DEPOSITO|BOLIVARES|2296.21|2024-12-06 03:14:49
11dce9fa-9009-4535-ba0c-39ed458f96f7|RETIRO|BOLIVARES|2303.36|2024-12-21 02:44:08
68e358be-2c49-4437-aca7-f7de11e1f0c3|RETIRO|USD|352.63|2024-12-26 02:21:11
404334eb-382b-405c-9430-124710d94fa9|RETIRO|BOLIVARES|1553.97|2024-12-11 03:46:47
ec01de9d-856c-45d7-a2ee-646e512e5a27|DEPOSITO|BOLIVARES|2354.31|2024-12-09 06:21:48
3827447c-e6db-4edc-a6d1-2d6470e060be|DEPOSITO|USD|1248.93|2024-12-24 08:51:26
ec01de9d-856c-45d7-a2ee-646e512e5a27|RETIRO|BOLIVARES|1701.41|2024-12-17 08:57:31
00300094-4e35-4538-909f-f15681b7b72e|DEPOSITO|BOLIVARES|4775.01|2024-12-06 06:32:37
a12477c4-2f0c-445e-9847-ff83caf0f46b|RETIRO|BOLIVARES|4300.12|2024-12-15 08:11:49
30086e11-2681-40df-82f8-36b1c4c823dc|DEPOSITO|BOLIVARES|4168.87|2024-12-12 06:54:46
8d4bfb93-d362-4827-b720-5a858ebdf527|RETIRO|BOLIVARES|2771.56|2024-12-01 11:28:04
d6662e06-0281-4ca9-a094-c79433821975|RETIRO|BOLIVARES|4456.15|2024-12-08 12:52:37
9afdc5c6-a578-4abd-ad94-e2b6b4c986ea|DEPOSITO|BOLIVARES|3747.78|2024-12-06 05:49:22
68e358be-2c49-4437-aca7-f7de11e1f0c3|RETIRO|BOLIVARES|4087.36|2024-12-17 12:08:38
8b023854-12c2-4df1-8ca1-5c67b62ff459|DEPOSITO|BOLIVARES|4742.63|2024-12-01 11:00:53
8b023854-12c2-4df1-8ca1-5c67b62ff459|RETIRO|BOLIVARES|4359.98|2024-12-16 04:52:38
ec01de9d-856c-45d7-a2ee-646e512e5a27|RETIRO|USD|502.34|2024-12-16 08:48:48
7b40ca11-186b-43e3-b0bc-a0dab66389d5|RETIRO|USD|766.82|2024-12-19 04:09:25
ec01de9d-856c-45d7-a2ee-646e512e5a27|RETIRO|BOLIVARES|1443.29|2024-12-21 03:06:47
e5eb1223-d782-457f-9aad-c79f8350f26b|DEPOSITO|BOLIVARES|3170.56|2024-12-03 06:07:41
ec01de9d-856c-45d7-a2ee-646e512e5a27|RETIRO|USD|465.37|2024-12-14 05:07:12
a12477c4-2f0c-445e-9847-ff83caf0f46b|DEPOSITO|BOLIVARES|1753.7|2024-12-23 12:11:01
3827447c-e6db-4edc-a6d1-2d6470e060be|RETIRO|USD|997.8|2024-12-28 01:55:08
00300094-4e35-4538-909f-f15681b7b72e|RETIRO|BOLIVARES|4470.64|2024-12-18 02:38:54
8b023854-12c2-4df1-8ca1-5c67b62ff459|RETIRO|BOLIVARES|1116.88|2024-12-18 07:07:35
345b44c7-3558-4cb0-b72c-a990899d7de1|DEPOSITO|USD|412.1|2024-12-05 08:53:52
367dfe1b-2600-4aea-8b09-705edc64ca36|DEPOSITO|BOLIVARES|4877.11|2024-12-22 08:58:57
367dfe1b-2600-4aea-8b09-705edc64ca36|RETIRO|BOLIVARES|4944.96|2024-12-18 03:32:08
382f2069-1964-4ed1-3888-4038b64327ae|DEPOSITO|BOLIVARES|1215.69|2024-12-30 02:57:01
404334eb-382b-405c-9430-124710d94fa9|RETIRO|BOLIVARES|2686.58|2024-12-07 07:48:31
ec01de9d-856c-45d7-a2ee-646e512e5a27|DEPOSITO|USD|845.67|2024-12-27 11:34:03
367dfe1b-2600-4aea-8b09-705edc64ca36|RETIRO|USD|1022.67|2024-12-28 10:44:49
ec01de9d-856c-45d7-a2ee-646e512e5a27|DEPOSITO|BOLIVARES|1119.42|2024-12-15 03:33:42
404334eb-382b-405c-9430-124710d94fa9|DEPOSITO|BOLIVARES|3721.35|2024-12-20 12:18:28
9afdc5c6-a578-4abd-ad94-e2b6b4c986ea|RETIRO|BOLIVARES|1708.79|2024-12-04 05:38:35
00300094-4e35-4538-909f-f15681b7b72e|DEPOSITO|BOLIVARES|1830.42|2024-12-10 12:58:35
4b9b4adb-bae2-4eaf-9a09-93570ffac584|DEPOSITO|BOLIVARES|3443.62|2024-12-02 05:18:34
d6662e06-0281-4ca9-a094-c79433821975|DEPOSITO|BOLIVARES|3851.15|2024-12-26 12:33:45
3827447c-e6db-4edc-a6d1-2d6470e060be|RETIRO|USD|447.88|2024-12-14 01:27:36
dfc59397-d12f-43a6-b06a-cb2857da8fac|RETIRO|BOLIVARES|2742.39|2024-12-21 06:58:08
8d4bfb93-d362-4827-b720-5a858ebdf527|RETIRO|BOLIVARES|1930.57|2024-12-21 01:07:28
dfc59397-d12f-43a6-b06a-cb2857da8fac|DEPOSITO|USD|1194.86|2024-12-21 05:40:42
a12477c4-2f0c-445e-9847-ff83caf0f46b|DEPOSITO|BOLIVARES|4387.99|2024-12-16 07:45:27
dfc59397-d12f-43a6-b06a-cb2857da8fac|RETIRO|BOLIVARES|1222.3|2024-12-06 06:16:09
4b9b4adb-bae2-4eaf-9a09-93570ffac584|DEPOSITO|BOLIVARES|4126.88|2024-12-28 05:01:12
11dce9fa-9009-4535-ba0c-39ed458f96f7|DEPOSITO|BOLIVARES|3608.11|2024-12-09 02:06:42
382f2069-1964-4ed1-3888-4038b64327ae|RETIRO|USD|433.4|2024-12-05 10:02:33
e5eb1223-d782-457f-9aad-c79f8350f26b|RETIRO|BOLIVARES|2371.85|2024-12-22 09:07:35
d6662e06-0281-4ca9-a094-c79433821975|RETIRO|BOLIVARES|2694.38|2024-12-10 07:23:05
a12477c4-2f0c-445e-9847-ff83caf0f46b|DEPOSITO|USD|677.25|2024-12-24 09:12:57
e5eb1223-d782-457f-9aad-c79f8350f26b|RETIRO|USD|598.38|2024-12-04 11:01:02
68e358be-2c49-4437-aca7-f7de11e1f0c3|RETIRO|USD|450.63|2024-12-15 08:33:26
345b44c7-3558-4cb0-b72c-a990899d7de1|DEPOSITO|BOLIVARES|4538.05|2024-12-30 11:50:23
382f2069-1964-4ed1-3888-4038b64327ae|DEPOSITO|BOLIVARES|2401.12|2024-12-21 03:17:50
404334eb-382b-405c-9430-124710d94fa9|DEPOSITO|BOLIVARES|4000.33|2024-12-10 03:56:11
68e358be-2c49-4437-aca7-f7de11e1f0c3|DEPOSITO|BOLIVARES|2312.56|2024-12-17 04:29:44
30086e11-2681-40df-82f8-36b1c4c823dc|RETIRO|BOLIVARES|2476.35|2024-12-03 09:07:03
367dfe1b-2600-4aea-8b09-705edc64ca36|DEPOSITO|BOLIVARES|1294.43|2024-12-02 04:06:02
9afdc5c6-a578-4abd-ad94-e2b6b4c986ea|RETIRO|BOLIVARES|2244.79|2024-12-09 04:01:08
345b44c7-3558-4cb0-b72c-a990899d7de1|RETIRO|BOLIVARES|2302.77|2024-12-30 04:28:16
ec01de9d-856c-45d7-a2ee-646e512e5a27|RETIRO|USD|783.7|2024-12-11 03:44:37
68e358be-2c49-4437-aca7-f7de11e1f0c3|RETIRO|BOLIVARES|4455.01|2024-12-19 07:56:35
3827447c-e6db-4edc-a6d1-2d6470e060be|RETIRO|BOLIVARES|4769.6|2024-12-17 06:12:00
e5eb1223-d782-457f-9aad-c79f8350f26b|DEPOSITO|USD|838.63|2024-12-07 02:12:17
e5eb1223-d782-457f-9aad-c79f8350f26b|DEPOSITO|BOLIVARES|4365.01|2024-12-06 06:28:12
8d4bfb93-d362-4827-b720-5a858ebdf527|DEPOSITO|BOLIVARES|1381.76|2024-12-25 01:47:48
a12477c4-2f0c-445e-9847-ff83caf0f46b|RETIRO|BOLIVARES|2159.62|2024-12-24 05:42:29
367dfe1b-2600-4aea-8b09-705edc64ca36|RETIRO|BOLIVARES|1228.97|2024-12-21 05:32:36
a12477c4-2f0c-445e-9847-ff83caf0f46b|RETIRO|BOLIVARES|2354.05|2024-12-29 03:36:12
30086e11-2681-40df-82f8-36b1c4c823dc|DEPOSITO|BOLIVARES|3887.41|2024-12-14 11:53:51
9afdc5c6-a578-4abd-ad94-e2b6b4c986ea|DEPOSITO|BOLIVARES|1501.23|2024-12-14 12:21:20
11dce9fa-9009-4535-ba0c-39ed458f96f7|RETIRO|USD|1235.3|2024-12-23 04:27:42
d6662e06-0281-4ca9-a094-c79433821975|DEPOSITO|BOLIVARES|3889.25|2024-12-15 03:24:08
382f2069-1964-4ed1-3888-4038b64327ae|DEPOSITO|BOLIVARES|3555.64|2024-12-25 08:55:10
dfc59397-d12f-43a6-b06a-cb2857da8fac|RETIRO|BOLIVARES|3312.77|2024-12-30 03:34:01
9afdc5c6-a578-4abd-ad94-e2b6b4c986ea|DEPOSITO|BOLIVARES|1821.54|2024-12-12 07:05:46
4b9b4adb-bae2-4eaf-9a09-93570ffac584|DEPOSITO|USD|442.1|2024-12-12 10:46:51
d6662e06-0281-4ca9-a094-c79433821975|RETIRO|BOLIVARES|4862.62|2024-12-28 11:04:55
e5eb1223-d782-457f-9aad-c79f8350f26b|DEPOSITO|BOLIVARES|1452.42|2024-12-18 07:23:11
dfc59397-d12f-43a6-b06a-cb2857da8fac|DEPOSITO|USD|638.39|2024-12-27 08:23:41
e5eb1223-d782-457f-9aad-c79f8350f26b|RETIRO|BOLIVARES|4388.58|2024-12-10 10:31:52
a12477c4-2f0c-445e-9847-ff83caf0f46b|DEPOSITO|USD|1135.38|2024-12-19 05:15:45
ed1dc04a-afec-42e6-bb09-ee5da1254602|RETIRO|BOLIVARES|4493.19|2024-12-24 07:30:23
e5eb1223-d782-457f-9aad-c79f8350f26b|RETIRO|BOLIVARES|1775.16|2024-12-23 10:43:29
a12477c4-2f0c-445e-9847-ff83caf0f46b|RETIRO|USD|623.14|2024-12-05 06:28:07
8d4bfb93-d362-4827-b720-5a858ebdf527|RETIRO|BOLIVARES|3330.6|2024-12-10 06:17:26
382f2069-1964-4ed1-3888-4038b64327ae|DEPOSITO|BOLIVARES|4857.27|2024-12-28 10:59:06
8d4bfb93-d362-4827-b720-5a858ebdf527|DEPOSITO|BOLIVARES|3422.29|2024-12-22 04:19:15
345b44c7-3558-4cb0-b72c-a990899d7de1|DEPOSITO|BOLIVARES|4167.1|2024-12-12 01:48:31
9afdc5c6-a578-4abd-ad94-e2b6b4c986ea|DEPOSITO|BOLIVARES|1219.91|2024-12-01 05:41:49
345b44c7-3558-4cb0-b72c-a990899d7de1|RETIRO|BOLIVARES|2772.81|2024-12-07 07:41:10
404334eb-382b-405c-9430-124710d94fa9|RETIRO|BOLIVARES|2123.69|2024-12-10 05:33:28
367dfe1b-2600-4aea-8b09-705edc64ca36|DEPOSITO|BOLIVARES|1535.84|2024-12-10 03:21:16
a12477c4-2f0c-445e-9847-ff83caf0f46b|RETIRO|BOLIVARES|2962.57|2024-12-04 06:53:08
3827447c-e6db-4edc-a6d1-2d6470e060be|DEPOSITO|BOLIVARES|2831.65|2024-12-17 10:04:28
404334eb-382b-405c-9430-124710d94fa9|RETIRO|USD|851.15|2024-12-03 07:46:05
00300094-4e35-4538-909f-f15681b7b72e|RETIRO|BOLIVARES|1669.29|2024-12-14 10:15:04
8b023854-12c2-4df1-8ca1-5c67b62ff459|RETIRO|USD|659.31|2024-12-06 11:25:39
9afdc5c6-a578-4abd-ad94-e2b6b4c986ea|RETIRO|BOLIVARES|3147.75|2024-12-25 04:57:31
367dfe1b-2600-4aea-8b09-705edc64ca36|RETIRO|USD|382.93|2024-12-30 11:02:44
3827447c-e6db-4edc-a6d1-2d6470e060be|DEPOSITO|BOLIVARES|2937.26|2024-12-12 05:51:32
30086e11-2681-40df-82f8-36b1c4c823dc|DEPOSITO|BOLIVARES|2258.33|2024-12-18 03:12:51
382f2069-1964-4ed1-3888-4038b64327ae|RETIRO|USD|1037.89|2024-12-30 12:46:26
a12477c4-2f0c-445e-9847-ff83caf0f46b|RETIRO|BOLIVARES|4674.9|2024-12-15 07:03:55
30086e11-2681-40df-82f8-36b1c4c823dc|DEPOSITO|BOLIVARES|4041.27|2024-12-01 12:47:17
4b9b4adb-bae2-4eaf-9a09-93570ffac584|RETIRO|BOLIVARES|3411.02|2024-12-04 04:20:47
3827447c-e6db-4edc-a6d1-2d6470e060be|RETIRO|BOLIVARES|4970.31|2024-12-30 02:39:04
404334eb-382b-405c-9430-124710d94fa9|DEPOSITO|BOLIVARES|1071.22|2024-12-12 09:02:39
a12477c4-2f0c-445e-9847-ff83caf0f46b|RETIRO|USD|1285.91|2024-12-02 11:48:36
e5eb1223-d782-457f-9aad-c79f8350f26b|DEPOSITO|USD|1101.15|2024-12-27 10:02:03
367dfe1b-2600-4aea-8b09-705edc64ca36|RETIRO|BOLIVARES|2193.19|2024-12-29 03:27:56
4b9b4adb-bae2-4eaf-9a09-93570ffac584|DEPOSITO|BOLIVARES|1205.46|2024-12-12 08:12:33
8b023854-12c2-4df1-8ca1-5c67b62ff459|RETIRO|BOLIVARES|4845.08|2024-12-07 01:23:22
